id,ticker,price,volatility,drift
1287,MUJ,12.06,0.006307,2e-06
1288,ENVA,39.189999,0.024575,0.000355
1289,WMB,32.720001,0.023255,0.000325
1290,MUE,10.1817,0.007116,-7e-06
1291,VLPNF,26.620001,0.015437,7.3e-05
1292,CACC,469.98999,0.027042,0.000711
1293,SCBFF,7.32,0.020408,0.000143
1294,AKZOY,22.6,0.013634,0.000166
1295,TDG,614.76001,0.015794,0.00051
1296,BHLB,30.24,0.015027,0.000191
1297,SRGHY,13.71,0.020553,0.00017
1298,MXCHF,2.0,0.018823,6.6e-05
1299,HNTIF,3.33,0.021179,0.000132
1300,ARLP,21.459999,0.01985,0.000329
1301,OLP,23.52,0.015611,0.000144
1302,CRM,133.645004,0.032518,0.000721
1303,CVCY,20.700001,0.025557,0.000441
1304,CXDC,0.02,0.066411,0.001438
1305,ATOS,0.6771,0.057619,0.000263
1306,MTEX,22.940001,0.037606,0.000589
1307,CYS,7.31,0.009974,-5.1e-05
1308,STBFF,33.099998,0.007807,-6e-06
1309,CCIH,0.04,0.107865,0.00456
1310,GAIN,13.4984,0.019749,0.000189
1311,BRID,12.04,0.032936,0.000687
1312,ADPT,8.37,0.034177,-0.000298
1313,SHEN,18.25,0.022277,0.000443
1314,NIM,9.15,0.007593,1.1e-05
1315,LNDC,7.76,0.029307,0.000393
1316,PRTS,5.88,0.034,0.000499
1317,CUBA,3.943,0.026092,0.000314
1318,LZAGF,490.299988,0.014698,0.000338
1319,ATVI,74.580002,0.038146,0.00082
1320,EXPO,103.059998,0.026794,0.000609
1321,ADTN,20.285,0.022996,0.000356
1322,FIG,24.08,0.013699,-4.8e-05
1323,FAST,51.130001,0.045142,0.001149
1324,APTO,0.631,0.066851,0.001717
1325,CMI,239.470001,0.02454,0.000387
1326,BGC,26.35,0.008035,0.00015
1327,RCKY,24.290001,0.029338,0.000476
1328,JPHLF,7.26,0.009467,-0.000185
1329,CGA,5.04,0.039723,0.000266
1330,RGS,1.2,0.024462,0.000204
1331,MAN,85.644997,0.018421,0.00022
1332,TDY,408.980011,0.018021,0.000497
1333,RFIL,5.1802,0.048495,0.001252
1334,ULTR,47.5406,0.003879,-2.2e-05
1335,UGP,2.275,0.018881,0.000204
1336,BTSGY,23.5,0.027573,0.000328
1337,SIOPF,0.36,0.02253,6.5e-05
1338,ZSHGY,51.5,0.021771,0.000475
1339,FGB,3.2328,0.020878,-1.5e-05
1340,PNK,32.549999,0.012669,0.000995
1341,RGT,9.08,0.009606,5.8e-05
1342,ALBKY,0.2268,0.062278,0.000941
1343,DHG,14.97,0.001993,-2e-05
1344,SASR,34.950001,0.018208,0.0003
1345,DAL,34.215,0.024668,0.000323
1346,ISUZY,12.31,0.018629,0.000231
1347,TY,26.3099,0.009758,6.6e-05
1348,BSHI,18.5,0.022131,0.000423
1349,NFLX,311.850006,0.051956,0.00153
1350,CPF,20.375,0.02474,0.000248
1351,CSV,24.309999,0.021989,0.000282
1352,JUNO,86.959999,0.035089,0.001108
1353,FLT,187.300003,0.025163,0.000428
1354,AIAGF,84.480003,0.018206,0.00024
1355,CSH,24.99,0.007319,2e-05
1356,MANH,121.32,0.026534,0.000588
1357,CPYYF,1.12,0.023258,8.8e-05
1358,GRPN,7.0,0.032622,-0.000252
1359,WWSG,0.0335,0.134612,0.008565
1360,GMED,72.773598,0.015095,0.000443
1361,XPO,36.605,0.035324,0.000778
1362,IROQ,17.799999,0.013706,0.000168
1363,DLAKY,8.0301,0.018764,5.9e-05
1364,FIZZ,52.75,0.032529,0.000652
1365,ACRE,11.405,0.01683,5.6e-05
1366,JRO,8.1483,0.009242,-2.3e-05
1367,TGEN,1.4,0.04353,0.000612
1368,FIX,120.279999,0.020916,0.000376
1369,ASBFF,14.35,0.016083,0.000106
1370,INOD,3.05,0.042602,0.000945
1371,JAKK,17.26,0.030871,0.000406
1372,LGRDY,16.485001,0.013788,0.000113
1373,AMX,18.209999,0.018487,0.000242
1374,M,21.834999,0.020127,0.000259
1375,FSS,46.029999,0.016098,0.000291
1376,COP,111.599998,0.022893,0.000312
1377,GPK,21.805,0.025996,0.000469
1378,BXRBF,6.47,0.013447,3.7e-05
1379,PRO,22.33,0.025421,0.000397
1380,ECYT,23.99,0.043117,0.001262
1381,CECO,12.39,0.037843,0.000784
1382,BOKF,104.025002,0.025295,0.000462
1383,KWHIY,8.98,0.018059,0.000117
1384,CYIO,0.0102,0.139537,0.00886
1385,HUBG,80.095001,0.022215,0.000472
1386,HEAR,8.375,0.047509,0.001173
1387,SSD,94.150002,0.016776,0.00038
1388,DWSN,2.17,0.059147,0.001642
1389,BLUE,8.07,0.034854,0.000457
1390,DFEL,0.077,0.106225,0.005143
1391,KLIC,47.380001,0.031646,0.000735
1392,ACG,400.0,0.0,-0.022251
1393,IGI,16.5802,0.007977,4e-06
1394,GSK,35.959999,0.024147,0.000392
1395,NEWP,2.49,0.034986,0.000871
1396,UMH,17.15,0.014981,0.000261
1397,FOR,15.27,0.024017,0.00024
1398,NVS,90.735001,0.010072,0.000144
1399,AVD,22.530001,0.029175,0.000687
1400,VUPPF,88.0,0.081222,0.003266
1401,WSTL,1.21,0.037006,0.000416
1402,CLPXY,11.16,0.020836,0.000264
1403,MEJHF,50.650002,0.016516,0.000292
1404,MDXG,3.16,0.044327,0.000906
1405,SMGZY,19.68,0.014838,0.000107
1406,AGO,63.075001,0.025474,0.000391
1407,CLNE,5.685,0.031389,0.000397
1408,CDNS,166.479996,0.032738,0.000664
1409,COHU,35.099998,0.024364,0.000502
1410,DFS,104.690002,0.023276,0.000327
1411,CEVA,27.215,0.022933,0.000428
1412,STAA,60.875,0.033082,0.000635
1413,DMO,10.92,0.008875,-5.5e-05
1414,CAG,38.205002,0.025199,0.000425
1415,TDHOY,5.99,0.021378,0.000195
1416,ROCK,47.599998,0.023884,0.000413
1417,CYH,3.31,0.028303,0.000365
1418,CHY,11.74,0.011481,3.7e-05
1419,NEO,11.76,0.049983,0.00157
1420,GAME,0.53,0.196741,0.016416
1421,GJS,21.139999,0.013903,8e-05
1422,BRKR,65.440002,0.026332,0.00045
1423,CLRO,1.54,0.039674,0.000813
1424,BNS,49.584999,0.011335,0.000166
1425,PANL,4.95,0.029838,0.000298
1426,SSAAY,3.0,0.021786,8.7e-05
1427,GGAL,7.6273,0.033419,0.000522
1428,TIME,16.780399,0.016764,-0.000759
1429,TXT,71.660004,0.022319,0.000318
1430,IGA,8.9357,0.01093,-3.4e-05
1431,AERI,15.25,0.033859,0.000654
1432,IITSF,2.16,0.023535,0.000121
1433,CMCO,31.35,0.02448,0.000348
1434,ALR,0.7396,0.03387,0.000128
1435,SUPN,35.790001,0.026187,0.000662
1436,MIN,2.8,0.008002,-4.1e-05
1437,HLFDF,2.5,0.020812,8.8e-05
1438,LDNXF,94.394997,0.019595,0.000443
1439,SIG,68.209999,0.037873,0.000709
1440,CRTN,0.399,0.05097,0.000683
1441,SIX,21.370001,0.019662,0.000305
1442,FSTR,9.2097,0.031626,0.000467
1443,MYI,10.9979,0.007262,6e-06
1444,PM,101.949997,0.012572,0.000111
1445,WEC,96.599998,0.020875,0.000311
1446,HXGBY,11.26,0.014721,0.000307
1447,CAR,188.130005,0.037298,0.00082
1448,SLCA,11.86,0.032945,0.000474
1449,ACFC,10.89,0.034912,0.000365
1450,CERS,3.925,0.031477,0.000408
1451,PBHC,18.370001,0.029622,0.00056
1452,CEO,121.760002,0.016511,0.000333
1453,HCOM,17.014999,0.018814,-0.000113
1454,HIFS,279.69101,0.021884,0.000472
1455,DK,27.07,0.025064,0.000376
1456,HRL,46.740002,0.033097,0.000638
1457,SCHW,80.065002,0.035371,0.000782
1458,SOFO,0.88,0.04353,0.00065
1459,IT,346.11499,0.019092,0.000501
1460,LBTYA,19.209999,0.016897,0.000142
1461,SJT,11.69,0.018732,0.000164
1462,VALU,55.0,0.026858,0.00041
1463,IMIAY,32.5,0.014815,5.7e-05
1464,CUDA,0.02,0.058402,0.000329
1465,AFG,135.960007,0.021083,0.000297
1466,KWR,177.380005,0.020638,0.000401
1467,UMICY,8.99,0.019863,5e-06
1468,RWT,7.535,0.020314,0.000152
1469,CRT,22.2509,0.017501,0.000204
1470,GERN,2.325,0.040908,0.000748
1471,BLX,16.2911,0.017027,0.000124
1472,NATI,39.220001,0.018605,0.000341
1473,RGLS,1.4804,0.04724,-3.4e-05
1474,MICT,1.1184,0.054248,0.001348
1475,MITUF,22.504999,0.012575,0.00022
1476,HTLD,16.23,0.018297,0.000375
1477,AMADY,53.939999,0.015357,0.000282
1478,CSIQ,33.360001,0.034155,0.000631
1479,BTDPF,4.72,0.020475,0.000361
1480,ORENF,4.15,0.014582,4e-05
1481,SCPJ,300.0,0.016238,0.000298
1482,CHCC,0.014,0.130591,0.006526
1483,BNCM,0.031,0.117269,0.006287
1484,KKOYF,33.852001,0.015382,0.000227
1485,ASA,14.042,0.015486,0.000152
1486,AVGO,545.570007,0.015438,0.00064
1487,WVVI,6.1,0.045932,0.001059
1488,XNET,1.98,0.03788,0.000256
1489,VGR,11.285,0.025502,0.000379
1490,BCBP,18.549999,0.019674,0.00026
1491,IGT,24.309999,0.019822,0.000434
1492,SINGY,8.105,0.01719,5e-06
1493,HOLX,74.620003,0.034667,0.00067
1494,ODMUF,0.6,0.028975,1.9e-05
1495,HOG,45.060001,0.018284,0.000438
1496,ATLO,23.155001,0.019606,0.000217
1497,TREE,21.184999,0.029358,0.000566
1498,COBZ,22.139999,0.020715,0.00034
1499,ETOLF,0.2866,0.063777,0.00177
1500,UNAM,1.185,0.030099,0.000353
1501,CSL,249.770004,0.014448,0.000377
1502,TRC,18.6,0.017285,0.000218
1503,PDT,13.31,0.009873,5.5e-05
1504,VECO,19.02,0.028962,0.000455
1505,ARL,22.6,0.025991,0.000394
1506,RY,95.688004,0.020343,0.00031
1507,SWSH,0.93615,0.034855,0.000301
1508,BGB,10.61,0.007307,-9.7e-05
1509,AMIVF,7.87,0.010909,-9e-06
1510,MEI,47.060001,0.026429,0.000623
1511,AFMD,1.255,0.040327,0.000401
1512,NLY,21.592899,0.015777,9e-05
1513,SENEB,64.120003,0.019212,0.00039
1514,PME,0.657,0.040372,0.000348
1515,CORR,2.65,0.02425,-0.000125
1516,RUTH,16.41,0.026024,0.000317
1517,BAK,9.1862,0.025008,0.000342
1518,CCZ,53.0,0.018883,0.000141
1519,CCUR,5250.0,0.041761,0.000521
1520,NBN,45.689999,0.020105,0.000328
1521,PFD,11.4812,0.012793,6.5e-05
1522,MRCR,1.4,0.080613,0.003454
1523,MYRG,91.589996,0.019333,0.000429
1524,OHI,29.355,0.018201,0.000188
1525,FRRVF,24.790001,0.014873,0.00027
1526,CHD,80.224998,0.037328,0.000798
1527,CLX,148.139999,0.013853,0.000242
1528,CROX,94.550003,0.030697,0.000688
1529,FFIC,20.033001,0.017659,0.000272
1530,SYPR,2.06,0.047102,0.000903
1531,TDBOF,14.0,0.011197,7.5e-05
1532,BNFT,10.4,0.026348,4.4e-05
1533,CRS,39.900002,0.017752,0.00028
1534,NYMT,2.87,0.02941,6.1e-05
1535,KBSTF,4.47,0.050432,0.001047
1536,LRCDF,24.73,0.01072,-3.1e-05
1537,HIE,10.39,0.01357,-7e-05
1538,TAC,9.53,0.013818,4.4e-05
1539,HKUOF,9.2,0.008211,1.9e-05
1540,DDS,333.5,0.02225,0.000575
1541,CBOE,124.580002,0.011945,0.000283
1542,BCS,7.875,0.02017,0.000212
1543,SBR,84.760002,0.014041,0.000174
1544,BBBY,3.05,0.026401,0.000381
1545,SCFLF,5.35,0.019172,-0.000113
1546,HCSG,13.01,0.023669,0.000488
1547,EOD,4.7101,0.012541,-0.000104
1548,MLI,66.080002,0.016672,0.000381
1549,WMS,87.860001,0.018094,0.000566
1550,PFIS,52.169998,0.016621,0.000239
1551,BMRN,104.75,0.02776,0.000473
1552,PBYI,4.48,0.040315,0.000614
1553,HBCP,41.450001,0.014267,0.000288
1554,VIPS,12.845,0.028382,0.00097
1555,WSPOF,119.517502,0.021342,0.000396
1556,GGE,3.2,0.076779,0.003336
1557,ACUR,0.05,0.071557,0.001972
1558,FRZCF,1.485,0.009268,6.9e-05
1559,ST,43.240002,0.013941,0.000234
1560,LSGOF,7.43,0.014002,-1e-05
1561,SHPG,179.199997,0.022798,0.000365
1562,FORD,1.24,0.050192,0.001266
1563,UFCS,27.035,0.018301,0.000296
1564,MYE,23.6199,0.01883,0.000397
1565,FL,37.950001,0.018463,0.000196
1566,ZUMZ,22.645,0.026513,0.000439
1567,POST,91.610001,0.013107,0.000386
1568,FET,28.831301,0.034586,8.6e-05
1569,AMZN,88.504997,0.054047,0.001631
1570,REG,65.339996,0.015624,0.000164
1571,WTW,244.220001,0.01258,0.000238
1572,JPM-PC,25.3291,0.004876,1.5e-05
1573,RAND,14.68,0.038656,0.000819
1574,RAVE,1.6,0.036143,0.000569
1575,WDAY,172.270004,0.017553,0.000404
1576,MPX,11.21,0.024483,0.000451
1577,CTSO,1.2376,0.063143,0.001503
1578,PPRUY,54.41,0.014556,0.000304
1579,EXEL,16.014999,0.031096,0.000485
1580,VOXX,9.41,0.029776,0.000543
1581,CSC,10.04,0.0,0.0
1582,TRMR,7.36,0.029887,-0.00082
1583,CDUAF,27.030001,0.014457,0.000144
1584,BCHHF,370.0,0.012453,0.00018
1585,SSREY,22.924999,0.011959,0.00015
1586,PSIX,3.4,0.043356,0.00064
1587,TEDU,5.39,0.036228,0.000151
1588,SHMDF,166.600006,0.014145,0.0003
1589,RANKF,1.055,0.018145,6.4e-05
1590,ATRC,43.330002,0.027252,0.000517
1591,IBOC,47.945,0.016931,0.000326
1592,RESI,10.81,0.011736,-0.000611
1593,DDF,8.2306,0.012055,3.3e-05
1594,CGNX,49.349998,0.024856,0.000604
1595,PBA,34.044998,0.014793,0.00015
1596,CPK,119.300003,0.018729,0.000392
1597,DSX,3.5999,0.025655,0.000152
1598,EW,75.474998,0.0345,0.000714
1599,GABC,37.599998,0.016914,0.000278
1600,REVB,0.214,0.077601,-0.000658
1601,STRN,1.345,0.048647,-0.000338
1602,ALEX,19.58,0.016995,8.9e-05
1603,OIA,6.7856,0.00927,2e-05
1604,TSE,23.605,0.021485,0.000262
1605,MEOH,36.709999,0.020573,0.000293
1606,ZOES,12.76,0.024281,0.000145
1607,ESRX,92.330002,0.042174,0.001118
1608,GPC,179.470001,0.024007,0.000348
1609,GALT,1.1536,0.050939,0.001068
1610,EDAP,11.13,0.048308,0.001181
1611,STRM,1.7726,0.054228,0.00131
1612,SMEBF,0.31,0.036281,0.000363
1613,MDRX,18.485001,0.030052,0.000454
1614,VBF,15.85,0.00771,2e-05
1615,MRPRF,9.715,0.01716,8.3e-05
1616,WGL,88.739998,0.010772,0.000178
1617,HDELY,10.79,0.016904,0.00013
1618,R,84.639999,0.015467,0.000229
1619,BIOC,0.6402,0.058759,-0.000416
1620,MORN,232.779999,0.01408,0.000384
1621,ASGLY,6.62,0.017545,9.4e-05
1622,LAKE,12.9,0.036368,0.00072
1623,AVK,11.85,0.010835,-1.7e-05
1624,BG,94.970001,0.015176,0.000281
1625,EVR,107.790001,0.019084,0.000357
1626,SAIA,233.940002,0.021796,0.00055
1627,POAHY,5.845,0.018622,0.000151
1628,EXP,135.889999,0.016864,0.000376
1629,LRCX,456.380005,0.041593,0.000964
1630,PSA-PR,17.059999,0.008297,-0.000659
1631,PBCRY,13.875,0.020458,0.000415
1632,MAT,17.01,0.02216,0.000293
1633,TCBK,51.235001,0.01881,0.000341
1634,HSBC,30.43,0.01411,6.9e-05
1635,FITB,33.049999,0.030828,0.000547
1636,DPZ,363.019989,0.029259,0.000603
1637,NBB,16.010099,0.006084,-1.6e-05
1638,LQDT,13.3197,0.026279,0.000353
1639,KINS,1.64,0.059225,0.001661
1640,BBVA,5.755,0.016435,0.000147
1641,FRBK,2.565,0.026753,0.000327
1642,BDORY,6.2425,0.023164,0.00011
1643,CFEGF,0.06,0.04873,0.00074
1644,ACXIF,190.0,0.01748,0.000207
1645,CYD,7.5899,0.032318,0.000503
1646,THRX,5.595,0.049309,-0.000991
1647,CSGP,81.5,0.021187,0.000591
1648,BOUYY,6.1024,0.025145,0.000255
1649,OMF,36.740002,0.02158,0.000375
1650,ALV,80.504997,0.015795,0.000211
1651,AAME,2.54,0.046096,0.001042
1652,TTM,24.629999,0.021337,0.000282
1653,DOOR,73.110001,0.01769,0.000349
1654,TEO,4.3826,0.022624,0.000127
1655,OXY,64.285004,0.0189,0.000207
1656,TNDM,43.77,0.035026,0.000286
1657,NR,3.905,0.028416,0.000469
1658,CPLP,14.005,0.021783,-8.7e-05
1659,LII,256.269989,0.016141,0.000351
1660,CNQ,55.310001,0.026268,0.000468
1661,FCNCA,777.409973,0.023765,0.000372
1662,KMTUY,22.6,0.018171,0.000125
1663,VRSN,196.179993,0.03644,0.000761
1664,DOV,138.404999,0.013135,0.000311
1665,TPHIF,1.81,0.025611,0.000318
1666,PHI,29.940001,0.018276,0.000346
1667,ALB,260.369995,0.026611,0.000477
1668,ISSC,8.7099,0.033628,0.000584
1669,DG,245.550003,0.027033,0.000488
1670,MITT,6.13,0.026885,-3e-05
1671,DJCO,260.01001,0.022302,0.000437
1672,MNRO,48.564999,0.020689,0.000365
1673,CIADY,44.119999,0.017315,0.00036
1674,NXPI,171.020004,0.03021,0.000663
1675,NTWK,3.045,0.049301,0.000854
1676,URBN,27.445,0.023445,0.000476
1677,FINMY,4.02,0.020363,0.000102
1678,PCRX,46.099998,0.02289,0.000578
1679,TGH,30.4,0.024351,0.000375
1680,SBCF,33.039001,0.020945,0.000284
1681,MSD,6.62,0.010395,-1e-06
1682,MZF,14.33,0.018375,0.00037
1683,AEHR,24.889999,0.042613,0.000928
1684,HOV,43.235001,0.030885,0.000482
1685,KSM,8.3635,0.007488,7e-06
1686,CVV,6.02,0.038699,0.000899
1687,PWR,149.306,0.029863,0.000566
1688,IPAS,3.25,0.030633,-4.3e-05
1689,SDAD,0.0495,0.177351,0.01579
1690,NL,6.94,0.025641,0.000287
1691,UNPSF,0.7687,0.009877,-2e-06
1692,BGFV,11.025,0.029035,0.000405
1693,UFPI,81.154999,0.020978,0.000458
1694,BEBE,5.15,0.032538,0.000373
1695,NRP,43.526001,0.021893,0.000158
1696,WTI,5.705,0.030037,0.000315
1697,QBEIF,7.35,0.017059,3.9e-05
1698,NOC,528.179871,0.026923,0.00043
1699,IBA,49.610001,0.015743,0.000208
1700,GNOW,0.01087,0.071862,0.001496
1701,ARC,2.915,0.025842,0.000167
1702,BNY,10.44,0.007931,-2e-06
1703,SABR,6.415,0.024461,7.8e-05
1704,KOPN,1.46,0.034683,0.000567
1705,NRIM,55.470001,0.020522,0.000378
1706,BYCBF,1908.25,0.010944,0.00023
1707,HQH,19.082001,0.013474,0.000129
1708,NICE,201.850006,0.020581,0.000484
1709,SEV,0.9082,0.058738,-0.004038
1710,PTBRY,14.01,0.01969,0.000254
1711,PETS,18.98,0.039326,0.000841
1712,INFA,16.719999,0.028423,-0.000477
1713,CHKP,132.134995,0.032462,0.000666
1714,OTTR,59.560001,0.01417,0.000217
1715,ACAD,15.23,0.038841,0.000831
1716,GLDD,6.63,0.022244,0.000283
1717,WEN,23.285,0.025127,0.000445
1718,LDOS,106.794998,0.014273,0.000156
1719,AVHI,10.19,0.001016,6.9e-05
1720,FHN,24.5,0.023387,0.000356
1721,EGRNY,2.15,0.037784,9.1e-05
1722,PHM,44.220001,0.034386,0.000726
1723,PEG,60.02,0.016066,0.000164
1724,VRSK,181.779999,0.021733,0.000332
1725,COTY,7.88,0.024127,0.000208
1726,EGRX,32.105,0.025701,0.000494
1727,PRMW,15.44,0.025467,0.000406
1728,KEYW,11.23,0.025628,0.000348
1729,ESCA,9.9,0.032125,0.000736
1730,RXDX,108.739998,0.052672,0.003051
1731,CHH,120.910004,0.016257,0.000349
1732,NRT,15.281,0.016965,0.000125
1733,WOOF,10.57,0.02307,-0.000669
1734,RL,109.650002,0.019433,0.000237
1735,VZ,37.615002,0.014004,0.000124
1736,SGC,9.458,0.021169,0.000335
1737,CRL,199.899994,0.015411,0.000325
1738,JRONY,43.040001,0.014588,0.000226
1739,AVID,27.719999,0.027721,0.000391
1740,AEP,97.025002,0.010763,8e-05
1741,EVT,23.829599,0.010898,7.7e-05
1742,POOL,330.899994,0.01745,0.000582
1743,AZO,2447.054932,0.035566,0.000816
1744,OMRNY,51.067501,0.015816,0.000185
1745,ZBH,125.190002,0.016545,0.000205
1746,EAC,10.06,0.002557,-1.2e-05
1747,LAND,19.167999,0.013954,0.000145
1748,MGEE,71.230003,0.013499,0.000248
1749,CXH,7.3178,0.007933,2e-06
1750,CTSH,58.505001,0.04211,0.001115
1751,TRUE,2.4885,0.030738,0.000157
1752,GNZUF,0.69,0.029378,0.00036
1753,MTR,16.8792,0.019773,0.000166
1754,MBCN,28.7925,0.015012,0.000199
1755,ED,97.050003,0.016489,0.00017
1756,GOOD,19.24,0.016642,0.000163
1757,SATS,16.49,0.015163,4.3e-05
1758,CMOXF,34.583,0.0076,0.000131
1759,FT,6.98,0.010527,3.4e-05
1760,TBNK,23.0,0.011512,0.000139
1761,CORT,21.309999,0.038037,0.000782
1762,IHG,61.669998,0.015682,0.000287
1763,CHI,11.24,0.011703,4e-05
1764,PAAS,16.199301,0.024966,0.000397
1765,VRA,4.705,0.023086,7e-06
1766,FFNM,8.9,0.035945,0.000636
1767,SLB,48.060001,0.017507,0.000173
1768,GBX,35.639999,0.023363,0.000338
1769,SAGE,40.91,0.033293,0.000652
1770,TOWN,31.959999,0.022225,0.000325
1771,NILE,0.1171,0.061211,0.001083
1772,CAAS,6.595,0.03612,0.00069
1773,ANGO,12.57,0.020249,0.000192
1774,WBS,47.571999,0.01793,0.000282
1775,WBS,47.571999,0.01793,0.000282
1776,SEGXF,9.72,0.05425,0.001469
1777,FLIC,18.405001,0.013801,0.000264
1778,BALT,26.465,0.002068,4.3e-05
1779,PEXUF,1.9,0.004564,-0.000118
1780,SID,2.68,0.026476,0.00042
1781,KHNGY,46.02,0.012579,0.000179
1782,DARA,0.58,0.021686,0.000343
1783,PRGS,52.290001,0.02052,0.000386
1784,PANW,161.205002,0.017767,0.000573
1785,MTRAF,57.18,0.008954,0.000256
1786,PDCO,28.74,0.016594,0.000311
1787,SCI,69.071999,0.018597,0.000436
1788,IIIN,28.030001,0.03091,0.000593
1789,ALLY,25.33,0.016505,0.000134
1790,COCO,13.12,0.035568,0.000357
1791,QDEL,95.629997,0.031142,0.000669
1792,MRVGF,1.32,0.021938,0.000196
1793,NEM,45.764999,0.019421,0.000225
1794,CPSS,8.19,0.043419,0.001021
1795,DGICA,14.37,0.016882,0.000211
1796,BKNIY,6.27,0.034376,0.00054
1797,NTCXF,0.03,0.129236,0.007279
1798,FFBC,24.969999,0.018168,0.000275
1799,CENT,38.900002,0.026603,0.00045
1800,PFBX,14.75,0.019023,0.000119
1801,STEM,10.93,0.043918,0.001045
1802,OSTK,22.49,0.033411,0.000606
1803,RM,29.3235,0.02015,0.000304
1804,CHCI,4.37,0.055559,0.001166
1805,LPSN,12.39,0.03915,0.000797
1806,LSCC,70.540001,0.026333,0.000606
1807,MVIS,2.995,0.04351,0.000735
1808,VCYT,28.35,0.028627,0.00058
1809,CPB,56.25,0.021769,0.000287
1810,MLVF,15.3057,0.015583,0.000177
1811,GLYC,2.16,0.035661,0.000286
1812,HTH,28.77,0.01441,0.000149
1813,ROL,38.450001,0.014639,0.000377
1814,HBAN,14.52,0.023746,0.000318
1815,NYMX,0.5282,0.047272,0.000918
1816,CEN,17.91,0.022191,-0.000274
1817,BNJ,16.0825,0.010614,0.00034
1818,NWFL,34.490002,0.015313,0.000216
1819,GPS,13.955,0.02041,0.000509
1820,LE,7.77,0.030448,0.00017
1821,WFC,42.5975,0.014657,0.00026
1822,PNNT,5.89,0.020133,0.000148
1823,VLEEY,8.6496,0.019883,0.000259
1824,ALLE,108.572502,0.014492,0.00019
1825,EIG,42.18,0.015203,0.000209
1826,TRV,185.770004,0.020249,0.000278
1827,CMTDF,29.85,0.013181,4.9e-05
1828,SHG,29.32,0.017849,0.000192
1829,KTOS,9.19,0.033597,0.000324
1830,KEP,7.93,0.018048,0.00013
1831,ABR,14.065,0.025534,0.000288
1832,DSEEY,4.27,0.020859,0.000145
1833,PLXS,107.269997,0.029278,0.000666
1834,SWIR,28.98,0.029471,0.000388
1835,SOMMY,17.538,0.016206,7.6e-05
1836,SZLMY,26.700001,0.014526,0.000379
1837,APEMY,31.139999,0.020218,0.00016
1838,PGPEF,64.900002,0.01363,0.000132
1839,PXLW,1.455,0.037232,0.000416
1840,UA,8.94,0.022353,-0.000203
1841,SKYAY,87.160004,0.019981,0.000338
1842,CESTF,0.28,0.017517,-0.000135
1843,BKD,2.805,0.025088,6.9e-05
1844,TRNS,76.459999,0.039577,0.001076
1845,WRB,73.264999,0.031245,0.000616
1846,SLVM,55.59,0.025989,0.001637
1847,INTK,0.0108,0.096963,0.004428
1848,EFLVF,0.879406,0.043827,0.000977
1849,FPLPF,1.984,0.029574,0.000175
1850,CWST,83.900002,0.025755,0.000435
1851,NTP,1.41,0.031115,0.000511
1852,TGOPY,8.35,0.026006,0.000489
1853,ALKS,24.575001,0.030679,0.00057
1854,Z,34.799999,0.024571,0.000364
1855,HERO,18.886,0.012909,0.000229
1856,RHHBY,40.540001,0.010456,0.000198
1857,JJSF,157.089996,0.020172,0.000408
1858,MMI,34.970001,0.016584,0.000347
1859,EONGY,9.56,0.014808,4.9e-05
1860,EDSFF,0.019,0.088507,0.002689
1861,PNF,9.27,0.009014,-4e-06
1862,DST,83.989998,0.013622,0.000321
1863,QUOT,3.115,0.027468,-0.000113
1864,AELTF,0.59,0.036859,0.000757
1865,GPRO,5.325,0.028874,2.2e-05
1866,SFBS,72.889999,0.014818,0.000473
1867,PRSS,1.47,0.026522,-0.000451
1868,MCR,6.5536,0.007832,-6e-06
1869,BFK,10.17,0.007953,-5e-06
1870,WEICY,11.085,0.036856,0.000817
1871,AKO-A,9.48,0.017798,0.000162
1872,ARCC,19.245001,0.016483,0.000145
1873,WJRYY,42.040001,0.013331,0.000104
1874,STBA,35.119999,0.016977,0.000271
1875,KWGPF,0.12,0.022106,-0.000171
1876,RXMD,0.0371,0.094009,0.004394
1877,ACP,7.0101,0.009403,-0.000119
1878,LHO,32.060001,0.019378,0.000245
1879,BLK,704.755005,0.033471,0.000672
1880,MDEVF,1.1275,0.032821,0.000493
1881,PFSW,10.93,0.038427,0.000504
1882,VRTS,191.821198,0.020458,0.000645
1883,YORW,46.169998,0.015602,0.000294
1884,BSF,10.32,0.026233,0.000243
1885,DNFGY,28.0,0.017546,-7.1e-05
1886,RDHL,0.2061,0.03594,-0.000151
1887,CASS,43.005001,0.015754,0.000296
1888,BK,44.790001,0.022718,0.000303
1889,AAOI,2.17,0.030859,0.000147
1890,GLHD,0.512,0.062323,0.001818
1891,RFI,12.72,0.012862,7.4e-05
1892,GPOR,70.525002,0.021296,0.000389
1893,ULBI,4.31,0.031704,0.000433
1894,AB,38.465,0.016272,0.000288
1895,LILA,6.9,0.029409,0.000193
1896,CGYV,0.014,0.210459,0.021459
1897,DECK,379.070007,0.030922,0.000755
1898,PFN,7.37,0.010627,-5.3e-05
1899,BHP,62.349998,0.015576,0.000279
1900,TWTR,53.700001,0.023827,0.000322
1901,HR,19.309999,0.010811,5.4e-05
1902,TORM,2.3,0.052282,0.00119
1903,AIV,8.005,0.016266,0.000215
1904,PAA,11.62,0.016823,0.000154
1905,ISRG,271.820007,0.044034,0.001114
1906,CRK,15.13,0.037645,0.000629
1907,K,73.18,0.023558,0.000333
1908,NCV,3.6822,0.014403,-3.8e-05
1909,TSN,63.509998,0.025484,0.000411
